year,country,survival,children,population
1987,Iran,0.9274,5.76,50052662
1987,Indonesia,0.9027,3.47,174767379
1987,India,0.8762,4.14,819800055
1987,Iceland,0.993,2.14,246837
1987,Hungary,0.9785,1.81,10464389
1987,Honduras,0.9316,5.441,4485151
1987,Haiti,0.8377,5.8,6686182
1987,Guyana,0.933,2.75,738589
1987,Guinea-Bissau,0.7789,6.73,957688
1987,Guinea,0.7555,6.88,5170120
1987,Guatemala,0.9074,5.76,8333124
1987,Grenada,0.9766,4.15,99296
1987,Greece,0.9847,1.58,10007304
1987,Ghana,0.8656,5.94,13638708
1987,Germany,0.9899,1.43,77974722
1987,Georgia,0.9489,2.26,5394502
1987,Gambia,0.8212,6.17,845642
1987,Gabon,0.9024,5.19,844775
1987,France,0.9902,1.81,55870924
1987,Finland,0.9928,1.59,4937130
1987,Fiji,0.9682,3.51,721637
1987,Ethiopia,0.8016,7.06,43802479
1987,Estonia,0.9781,2.171,1554175
1987,Eritrea,0.8425,6.35,2967048
1987,Equatorial Guinea,0.798,5.88,340825
1987,El Salvador,0.9295,4.26,5124240
1987,Egypt,0.8911,4.83,53166492
1987,Ecuador,0.9382,4.06,9557974
1987,Djibouti,0.872,6.42,464202
1987,Denmark,0.9905,1.496,5116854
1987,Cyprus,0.9881,2.45,723434
1987,Cuba,0.9839,1.83,10256694
1987,Croatia,0.9842,1.84,4484450
1987,Cote d'Ivoire,0.8494,6.69,11294791
1987,Costa Rica,0.9806,3.38,2840660
1987,"Congo, Rep.",0.8799,5.6,2201097
1987,"Congo, Dem. Rep.",0.8186,6.96,32927332
1987,Comoros,0.8658,6.14,406798
1987,Colombia,0.9594,3.28,31270841
1987,China,0.9484,2.59,1091904967
1987,Chile,0.9786,2.65,12518930
1987,Chad,0.7873,6.71,5470211
1987,Cape Verde,0.9363,5.68,335966
1987,Canada,0.9908,1.621,26554540
1987,Cameroon,0.8597,6.15,11158600
1987,Cambodia,0.876,6.3,8571130
1987,Burundi,0.8152,6.49,5166403
1987,Burkina Faso,0.7905,6.97,8606963
1987,Bulgaria,0.9775,1.92,8943245
1987,Brunei,0.9864,3.72,231700
1987,Brazil,0.9336,3.17,141791325
1987,Botswana,0.9411,5.21,1261235
1987,Bosnia and Herzegovina,0.9771,1.89,4279632
1987,Bolivia,0.8648,5.03,6223523
1987,Bhutan,0.8435,6.14,524133
1987,Benin,0.8108,6.9,4371470
1987,Belize,0.949,4.77,175192
1987,Belgium,0.989,1.56,9871551
1987,Belarus,0.9818,2.05,10122880
1987,Barbados,0.9799,1.79,256602
1987,Bangladesh,0.8437,5.13,97429290
1987,Bahrain,0.9803,4.12,446142
1987,Bahamas,0.9754,2.73,243236
1987,Azerbaijan,0.9018,2.95,6882160
1987,Austria,0.9888,1.4318,7585345
1987,Australia,0.9895,1.845,16330369
1987,Armenia,0.9386,2.549,3457054
1987,Argentina,0.9698,3.06,31269799
1987,Angola,0.7436,7.2,9562796
1987,Algeria,0.922,5.44,23398470
1987,Albania,0.955,3.65,3116009
1987,Afghanistan,0.7654,7.89,12183387
1988,Zimbabwe,0.9257,5.58,9852244
1988,Zambia,0.8215,6.6,7431752
1988,West Bank and Gaza,0.9512,6.51,1934197
1988,Vietnam,0.9459,3.91,64333357
1988,Venezuela,0.9647,3.6,18711830
1988,Vanuatu,0.9573,5.02,139368
1988,Uzbekistan,0.9187,4.35,19561181
1988,Uruguay,0.9747,2.52,3068166
1988,United States,0.9881,1.91,248381577
1988,United Kingdom,0.9898,1.83,56902081
1988,United Arab Emirates,0.9758,4.72,1611257
1988,Ukraine,0.9788,2.0,51455595
1988,Uganda,0.8254,7.1,16482365
1988,Turkmenistan,0.8959,4.51,3479088
1988,Turkey,0.9125,3.25,52278499
1988,Tunisia,0.9441,4.03,7872065
1988,Trinidad and Tobago,0.9621,2.72,1201224
1988,Tonga,0.9744,4.76,94674
1988,Togo,0.8476,6.53,3475964
1988,Timor-Leste,0.8172,5.26,706986
1988,Thailand,0.9631,2.26,55370526
1988,Tanzania,0.8427,6.33,23928658
1988,Tajikistan,0.8814,5.35,5023022
1988,Taiwan,0.99101,1.855,19976000
1988,Syria,0.9566,5.76,11614542
1988,Switzerland,0.9914,1.55,6571061
1988,Sweden,0.9928,1.94,8456561
1988,Swaziland,0.9002,6.05,801540
1988,Suriname,0.9456,2.94,393605
1988,Sudan,0.8725,6.06,25297277
1988,Sri Lanka,0.9664,2.664,16899425
1988,Spain,0.9881,1.43,38745231
1988,South Africa,0.936,3.92,35196881
1988,Somalia,0.82,6.66,6504572
1988,Solomon Islands,0.9525,6.06,292787
1988,Slovenia,0.9881,1.62,1909475
1988,Slovak Republic,0.9808,2.13,5222922
1988,Singapore,0.9911,1.96,2880470
1988,Sierra Leone,0.7208,5.62,3849915
1988,Serbia,0.9672,2.2,9413538
1988,Senegal,0.8532,6.85,6818495
1988,Saudi Arabia,0.9488,6.17,15045709
1988,Sao Tome and Principe,0.9048,5.61,111050
1988,Samoa,0.9637,4.812,159187
1988,Rwanda,0.8415,7.59,6959599
1988,Russia,0.9726,2.05,146740928
1988,Romania,0.9612,2.15,23096515
1988,Qatar,0.9762,4.47,441932
1988,Portugal,0.9831,1.6,9930001
1988,Poland,0.9816,2.14,37797656
1988,Philippines,0.9355,4.48,58572071
1988,Peru,0.9154,4.04,20797983
1988,Paraguay,0.9481,4.74,4023628
1988,Papua New Guinea,0.9064,4.93,3960087
1988,Panama,0.9649,3.15,2319035
1988,Pakistan,0.8706,6.23,105332464
1988,Oman,0.9456,7.72,1731168
1988,Norway,0.9905,1.84,4202325
1988,Nigeria,0.789,6.53,92731304
1988,Niger,0.6837,7.82,7336924
1988,Nicaragua,0.9269,4.99,3944304
1988,New Zealand,0.9877,2.3182,3332798
1988,Netherlands,0.9911,1.55,14701901
1988,Nepal,0.8462,5.36,18183258
1988,Namibia,0.9226,5.49,1304005
1988,Myanmar,0.8829,3.71,38041034
1988,Mozambique,0.7709,6.31,13336217
1988,Morocco,0.9064,4.38,23827539
1988,Montenegro,0.9813,1.94,592740
1988,Mongolia,0.8851,4.69,2096653
1988,Moldova,0.9602,2.58,4319579
1988,"Micronesia, Fed. Sts.",0.942,5.17,92040
1988,Mexico,0.9474,3.58,81010093
1988,Mauritius,0.974,2.29,1038704
1988,Mauritania,0.8709,6.04,1892328
1988,Malta,0.9878,2.07,360256
1988,Mali,0.7355,7.09,8378673
1988,Maldives,0.8875,6.69,206522
1988,Malaysia,0.98,3.58,17200067
1988,Malawi,0.77,6.94,8616602
1988,Madagascar,0.8328,6.26,10639804
1988,"Macedonia, FYR",0.9554,2.17,1875387
1988,Luxembourg,0.9905,1.5,373733
1988,Lithuania,0.9828,2.06,3657818
1988,Libya,0.9511,5.5,4164147
1988,Liberia,0.7712,6.68,2189831
1988,Lesotho,0.906,5.09,1579900
1988,Lebanon,0.9595,3.29,2884840
1988,Latvia,0.9801,2.04,2652332
1988,Kuwait,0.983,3.16,2028166
1988,Kenya,0.9043,6.42,21894026
1988,Kazakhstan,0.9405,2.98,16344294
1988,Jordan,0.9591,6.29,3129651
1988,Japan,0.9933,1.64,121434677
1988,Jamaica,0.9601,3.07,2341957
1988,Italy,0.9896,1.33,56824700
1988,Israel,0.9874,3.04,4291626
1988,Ireland,0.9902,2.14,3533181
1988,Iraq,0.9519,6.11,16528250
1988,Iran,0.9298,5.47,51810746
1988,Indonesia,0.9068,3.35,178006800
1988,India,0.8792,4.07,837699675
1988,Iceland,0.9932,2.14,249526
1988,Hungary,0.9793,1.81,10429422
1988,Honduras,0.9352,5.335,4618245
1988,Haiti,0.8417,5.67,6831374
1988,Guyana,0.9332,2.68,732806
1988,Guinea-Bissau,0.7825,6.71,976802
1988,Guinea,0.7604,6.84,5315182
1988,Guatemala,0.9127,5.7,8525211
1988,Grenada,0.9773,4.07,97978
1988,Greece,0.9857,1.51,10045020
1988,Ghana,0.8702,5.83,14010951
1988,Germany,0.9905,1.41,78260173
1988,Georgia,0.9505,2.243,5441216
1988,Gambia,0.8259,6.14,887224
1988,Gabon,0.9047,5.19,871675
1988,France,0.9905,1.79,56162822
1988,Finland,0.9929,1.7,4951685
1988,Fiji,0.9689,3.47,722753
1988,Ethiopia,0.8065,7.08,45240322
1988,Estonia,0.9785,2.121,1566396
1988,Eritrea,0.8481,6.3,3046674
1988,Equatorial Guinea,0.8024,5.89,351694
1988,El Salvador,0.9332,4.15,5189565
1988,Egypt,0.8967,4.68,54433720
1988,Ecuador,0.9415,3.93,9792658
1988,Djibouti,0.8742,6.35,500876
1988,Denmark,0.9906,1.559,5122098
1988,Cyprus,0.9885,2.44,736531
1988,Cuba,0.9848,1.81,10366500
1988,Croatia,0.9853,1.79,4488560
1988,Cote d'Ivoire,0.8499,6.54,11694318
1988,Costa Rica,0.9814,3.32,2916566
1988,"Congo, Rep.",0.8816,5.51,2262489
1988,"Congo, Dem. Rep.",0.8186,7.01,33965482
1988,Comoros,0.8699,5.93,417077
1988,Colombia,0.9607,3.21,31913250
1988,China,0.9496,2.53,1110339206
1988,Chile,0.9794,2.65,12733409
1988,Chad,0.7892,6.69,5645708
1988,Cape Verde,0.9377,5.57,338857
1988,Canada,0.9911,1.633,26943398
1988,Cameroon,0.8622,6.08,11493770
1988,Cambodia,0.8771,6.08,8885701
1988,Burundi,0.8161,6.5,5321108
1988,Burkina Faso,0.7925,6.93,8837666
1988,Bulgaria,0.9777,1.87,8917563
1988,Brunei,0.9869,3.67,238305
1988,Brazil,0.9362,3.04,144470377
1988,Botswana,0.9425,5.04,1301146
1988,Bosnia and Herzegovina,0.9786,1.84,4349682
1988,Bolivia,0.8698,4.99,6363470
1988,Bhutan,0.8494,6.04,540918
1988,Benin,0.8146,6.86,4494242
1988,Belize,0.9514,4.67,179952
1988,Belgium,0.9894,1.57,9895654
1988,Belarus,0.9823,2.008,10177584
1988,Barbados,0.9807,1.77,257621
1988,Bangladesh,0.8479,4.93,100062322
1988,Bahrain,0.9812,3.99,462184
1988,Bahamas,0.9763,2.68,247409
1988,Azerbaijan,0.9037,2.96,6989708
1988,Austria,0.9894,1.4473,7605095
1988,Australia,0.9899,1.831,16596096
1988,Armenia,0.9128,2.566,3510439
1988,Argentina,0.9709,3.04,31729130
1988,Angola,0.7483,7.19,9799680
1988,Algeria,0.9251,5.2,24035237
1988,Albania,0.9563,3.53,3194854
1988,Afghanistan,0.7719,7.92,12156685
1989,Zimbabwe,0.9253,5.38,10169188
1989,Zambia,0.8188,6.53,7647450
1989,West Bank and Gaza,0.9534,6.51,2003149
1989,Vietnam,0.9474,3.75,65702500
1989,Venezuela,0.9657,3.52,19201096
1989,Vanuatu,0.9596,4.97,142852
1989,Uzbekistan,0.9205,4.27,20033912
1989,Uruguay,0.9759,2.52,3088110
1989,United States,0.9884,1.93,250857751
1989,United Kingdom,0.9902,1.82,57058173
1989,United Arab Emirates,0.9771,4.57,1709232
1989,Ukraine,0.979,1.94,51574638
1989,Uganda,0.8256,7.1,17088426
1989,Turkmenistan,0.899,4.44,3570558
1989,Turkey,0.9167,3.14,53200802
1989,Tunisia,0.9476,3.83,8047027
1989,Trinidad and Tobago,0.9626,2.59,1207942
1989,Tonga,0.9749,4.69,94938
1989,Togo,0.8503,6.42,3574135
1989,Timor-Leste,0.824,5.27,723453
1989,Thailand,0.9657,2.18,56284973
1989,Tanzania,0.8445,6.27,24680404
1989,Tajikistan,0.8825,5.27,5170285
1989,Taiwan,0.99109,1.68,20208000
1989,Syria,0.9594,5.55,11966274
1989,Switzerland,0.9916,1.55,6617925
1989,Sweden,0.993,1.98,8505752
1989,Swaziland,0.9022,5.91,833994
1989,Suriname,0.9467,2.82,400375
1989,Sudan,0.8742,6.01,25875596
1989,Sri Lanka,0.9674,2.601,17123045
1989,Spain,0.9886,1.38,38814280
1989,South Africa,0.9382,3.79,35966236
1989,Somalia,0.82,6.63,6570210
1989,Solomon Islands,0.9538,5.96,301012
1989,Slovenia,0.9889,1.56,1918131
1989,Slovak Republic,0.9816,2.09,5246884
1989,Singapore,0.9918,1.75,2943941
1989,Sierra Leone,0.7222,5.66,3931817
1989,Serbia,0.9694,2.16,9478469
1989,Senegal,0.8586,6.75,7027320
1989,Saudi Arabia,0.9524,6.0,15600314
1989,Sao Tome and Principe,0.9057,5.5,113620
1989,Samoa,0.9685,4.795,160198
1989,Rwanda,0.8392,7.33,7124870
1989,Russia,0.9731,1.96,147591465
1989,Romania,0.9618,2.03,23179894
1989,Qatar,0.9777,4.35,459949
1989,Portugal,0.9842,1.56,9921120
1989,Poland,0.9822,2.09,37935815
1989,Philippines,0.938,4.4,60102139
1989,Peru,0.919,3.93,21243700
1989,Paraguay,0.9489,4.64,4133551
1989,Papua New Guinea,0.9082,4.86,4057228
1989,Panama,0.9659,3.08,2366933
1989,Pakistan,0.8737,6.14,108621443
1989,Oman,0.9488,7.46,1796822
1989,Norway,0.991,1.88,4221299
1989,Nigeria,0.7879,6.46,95133496
1989,Niger,0.6852,7.82,7555416
1989,Nicaragua,0.9292,4.87,4029509
1989,New Zealand,0.9883,2.32892,3360829
1989,Netherlands,0.9914,1.55,14794378
1989,Nepal,0.8526,5.28,18624187
1989,Namibia,0.9249,5.36,1360710
1989,Myanmar,0.8855,3.58,38661616
1989,Mozambique,0.7761,6.28,13378100
1989,Morocco,0.9104,4.2,24310585
1989,Montenegro,0.9819,1.9,600697
1989,Mongolia,0.8887,4.4,2148850
1989,Moldova,0.9615,2.51,4345236
1989,"Micronesia, Fed. Sts.",0.9429,5.05,94105
1989,Mexico,0.9493,3.49,82666457
1989,Mauritius,0.9751,2.3,1048161
1989,Mauritania,0.8738,5.99,1942900
1989,Malta,0.9883,2.06,363812
1989,Mali,0.7401,7.08,8513337
1989,Maldives,0.8931,6.43,213067
1989,Malaysia,0.9811,3.55,17704839
1989,Malawi,0.774,6.85,9051225
1989,Madagascar,0.8366,6.27,10953663
1989,"Macedonia, FYR",0.958,2.15,1893409
1989,Luxembourg,0.9911,1.53,377218
1989,Lithuania,0.9828,2.03,3682059
1989,Libya,0.9534,5.15,4249018
1989,Liberia,0.7725,6.6,2159264
1989,Lesotho,0.9084,5.0,1609386
1989,Lebanon,0.9607,3.21,2902893
1989,Latvia,0.9799,1.98,2665405
1989,Kuwait,0.9838,2.84,2083550
1989,Kenya,0.9029,6.23,22665447
1989,Kazakhstan,0.9416,2.92,16471823
1989,Jordan,0.9604,6.06,3260496
1989,Japan,0.9935,1.61,121832924
1989,Jamaica,0.961,3.01,2352279
1989,Italy,0.99,1.31,56824792
1989,Israel,0.988,3.02,4384139
1989,Ireland,0.9906,2.06,3530188
1989,Iraq,0.9532,6.05,16927393
1989,Iran,0.9324,5.15,53437770
1989,Indonesia,0.9108,3.23,181197879
1989,India,0.8822,3.99,855707358
1989,Iceland,0.9934,2.15,252179
1989,Hungary,0.9803,1.81,10399695
1989,Honduras,0.9388,5.236,4753109
1989,Haiti,0.8456,5.55,6977397
1989,Guyana,0.9336,2.62,728147
1989,Guinea-Bissau,0.7861,6.68,996520
1989,Guinea,0.7656,6.8,5506436
1989,Guatemala,0.9176,5.64,8721429
1989,Grenada,0.978,3.97,96785
1989,Greece,0.9865,1.46,10094241
1989,Ghana,0.8746,5.73,14392619
1989,Germany,0.991,1.38,78637382
1989,Georgia,0.952,2.217,5466100
1989,Gambia,0.8304,6.11,927937
1989,Gabon,0.9064,5.19,899739
1989,France,0.9908,1.77,56443567
1989,Finland,0.9931,1.71,4967527
1989,Fiji,0.9697,3.43,724404
1989,Ethiopia,0.8109,7.08,46747612
1989,Estonia,0.9787,2.043,1571840
1989,Eritrea,0.8537,6.26,3112654
1989,Equatorial Guinea,0.8062,5.9,362325
1989,El Salvador,0.936,4.05,5258654
1989,Egypt,0.9019,4.52,55667119
1989,Ecuador,0.9446,3.79,10027109
1989,Djibouti,0.8759,6.27,534862
1989,Denmark,0.9909,1.62,5130127
1989,Cyprus,0.9888,2.43,751100
1989,Cuba,0.9858,1.79,10473701
1989,Croatia,0.9862,1.73,4498278
1989,Cote d'Ivoire,0.8496,6.4,12100741
1989,Costa Rica,0.9821,3.25,2993136
1989,"Congo, Rep.",0.8825,5.43,2325035
1989,"Congo, Dem. Rep.",0.8186,7.05,35117790
1989,Comoros,0.8727,5.74,427392
1989,Colombia,0.962,3.16,32557521
1989,China,0.9507,2.44,1128297564
1989,Chile,0.9803,2.64,12956088
1989,Chad,0.7909,6.68,5826974
1989,Cape Verde,0.9393,5.44,342646
1989,Canada,0.9914,1.648,27330298
1989,Cameroon,0.8636,6.0,11835344
1989,Cambodia,0.8781,5.9,9203893
1989,Burundi,0.8163,6.51,5467413
1989,Burkina Faso,0.7941,6.89,9076631
1989,Bulgaria,0.9778,1.8,8876627
1989,Brunei,0.9873,3.61,245112
1989,Brazil,0.9385,2.92,147088677
1989,Botswana,0.9425,4.86,1341540
1989,Bosnia and Herzegovina,0.98,1.78,4367069
1989,Bolivia,0.8746,4.95,6508417
1989,Bhutan,0.8554,5.91,553157
1989,Benin,0.8184,6.81,4627194
1989,Belize,0.9537,4.58,184935
1989,Belgium,0.9897,1.57,9922158
1989,Belarus,0.9826,1.953,10223861
1989,Barbados,0.9814,1.76,258588
1989,Bangladesh,0.8521,4.73,102681627
1989,Bahrain,0.9822,3.85,477995
1989,Bahamas,0.9771,2.65,251671
1989,Azerbaijan,0.9049,2.97,7099449
1989,Austria,0.99,1.4459,7632984
1989,Australia,0.9904,1.838,16853690
1989,Armenia,0.9432,2.565,3542720
1989,Argentina,0.972,3.02,32187173
1989,Angola,0.7524,7.18,10052567
1989,Algeria,0.9285,4.95,24668100
1989,Albania,0.9574,3.38,3255859
1989,Afghanistan,0.7795,7.94,12414686
1990,Zimbabwe,0.9224,5.19,10469202
1990,Zambia,0.8172,6.46,7860053
1990,West Bank and Gaza,0.9553,6.53,2081424
1990,Vietnam,0.9488,3.6,67101583
1990,Venezuela,0.9667,3.45,19685177
1990,Vanuatu,0.9614,4.93,146636
1990,Uzbekistan,0.9227,4.18,20515248
1990,Uruguay,0.9769,2.52,3109122
1990,United States,0.9887,1.95,253339097
1990,United Kingdom,0.9907,1.81,57214474
1990,United Arab Emirates,0.9785,4.39,1808642
1990,Ukraine,0.9793,1.87,51644914
1990,Uganda,0.8251,7.09,17699717
1990,Turkmenistan,0.9017,4.35,3668000
1990,Turkey,0.9202,3.05,54130268
1990,Tunisia,0.9507,3.63,8215111
1990,Trinidad and Tobago,0.9634,2.45,1215494
1990,Tonga,0.9755,4.64,95150
1990,Togo,0.8529,6.3,3665509
1990,Timor-Leste,0.8313,5.34,743145
1990,Thailand,0.9682,2.11,57072058
1990,Tanzania,0.8452,6.21,25478979
1990,Tajikistan,0.8836,5.18,5303152
1990,Taiwan,0.99105,1.81,20278000
1990,Syria,0.9618,5.34,12324116
1990,Switzerland,0.9919,1.55,6673738
1990,Sweden,0.9933,2.01,8558829
1990,Swaziland,0.9039,5.74,862947
1990,Suriname,0.9482,2.73,406890
1990,Sudan,0.8751,5.95,26494169
1990,Sri Lanka,0.9685,2.546,17337048
1990,Spain,0.9891,1.34,38889158
1990,South Africa,0.9402,3.66,36793907
1990,Somalia,0.82,6.6,6599249
1990,Solomon Islands,0.9551,5.85,309527
1990,Slovenia,0.9896,1.5,1926701
1990,Slovak Republic,0.9824,2.04,5270072
1990,Singapore,0.9925,1.83,3016624
1990,Sierra Leone,0.724,5.71,3981567
1990,Serbia,0.9714,2.1,9568744
1990,Senegal,0.8614,6.65,7241573
1990,Saudi Arabia,0.9554,5.84,16139053
1990,Sao Tome and Principe,0.9062,5.4,116117
1990,Samoa,0.9729,4.773,161308
1990,Rwanda,0.8372,7.04,7109538
1990,Russia,0.9735,1.86,148243501
1990,Romania,0.9626,1.9,23206719
1990,Qatar,0.9792,4.23,473722
1990,Portugal,0.9854,1.54,9925477
1990,Poland,0.9827,2.04,38056174
1990,Philippines,0.9406,4.32,61628668
1990,Peru,0.9224,3.83,21685537
1990,Paraguay,0.9499,4.54,4243860
1990,Papua New Guinea,0.9105,4.8,4157654
1990,Panama,0.9668,3.02,2415926
1990,Pakistan,0.8764,6.02,111844679
1990,Oman,0.9528,7.17,1868055
1990,Nigeria,0.7874,6.4,97552057
1990,Niger,0.689,7.81,7788198
1990,Nicaragua,0.932,4.75,4120797
1990,New Zealand,0.9889,2.39726,3397983
1990,Netherlands,0.9917,1.62,14891719
1990,Nepal,0.8591,5.19,19081064
1990,Namibia,0.9269,5.23,1414830
1990,Myanmar,0.8883,3.45,39268304
1990,Mozambique,0.7813,6.24,13547076
1990,Morocco,0.9141,4.03,24781105
1990,Montenegro,0.9824,1.87,608816
1990,Mongolia,0.8931,4.1,2192553
1990,Moldova,0.9629,2.41,4363950
1990,"Micronesia, Fed. Sts.",0.9436,4.96,96319
1990,Mexico,0.9514,3.4,84306602
1990,Mauritius,0.9761,2.29,1059548
1990,Mauritania,0.8759,5.94,1995548
1990,Malta,0.9887,2.05,367524
1990,Mali,0.7446,7.06,8672868
1990,Maldives,0.8984,6.13,219474
1990,Malaysia,0.9821,3.51,18208562
1990,Malawi,0.7779,6.75,9380892
1990,Madagascar,0.8412,6.26,11280625
1990,"Macedonia, FYR",0.9609,2.13,1909353
1990,Luxembourg,0.9916,1.56,381225
1990,Lithuania,0.9826,1.98,3695890
1990,Libya,0.9555,4.83,4334459
1990,Liberia,0.7734,6.52,2127098
1990,Lesotho,0.9107,4.92,1639177
1990,Lebanon,0.9617,3.14,2948372
1990,Latvia,0.9794,1.9,2663905
1990,Kuwait,0.9846,2.59,2087687
1990,Kenya,0.9006,6.04,23447177
1990,Kazakhstan,0.9426,2.84,16530000
1990,Jordan,0.9617,5.81,3415567
1990,Japan,0.9936,1.57,122251184
1990,Jamaica,0.962,2.95,2364909
1990,Italy,0.9904,1.3,56832330
1990,Israel,0.9885,3.0,4499949
1990,Ireland,0.991,2.0,3531219
1990,Iraq,0.9539,5.99,17373767
1990,Iran,0.9352,4.82,54870583
1990,Indonesia,0.915,3.12,184345939
1990,India,0.8852,3.92,873785449
1990,Iceland,0.9937,2.16,254793
1990,Hungary,0.9813,1.8,10376320
1990,Honduras,0.9419,5.142,4889311
1990,Haiti,0.8495,5.43,7124877
1990,Guyana,0.9342,2.59,724931
1990,Guinea-Bissau,0.7901,6.65,1016695
1990,Guinea,0.7708,6.75,5759374
1990,Guatemala,0.9221,5.58,8923131
1990,Grenada,0.9788,3.84,96200
1990,Greece,0.9873,1.42,10160501
1990,Ghana,0.8783,5.62,14793415
1990,Germany,0.9915,1.36,79098094
1990,Georgia,0.9532,2.18,5459999
1990,Gambia,0.8348,6.09,966151
1990,Gabon,0.9074,5.18,929044
1990,France,0.9912,1.75,56708260
1990,Finland,0.9933,1.79,4986441
1990,Fiji,0.9705,3.4,728390
1990,Ethiopia,0.8159,7.08,48333261
1990,Estonia,0.9789,1.943,1567631
1990,Eritrea,0.8594,6.22,3158295
1990,Equatorial Guinea,0.8105,5.9,373887
1990,El Salvador,0.9381,3.95,5332842
1990,Egypt,0.9065,4.35,56843275
1990,Ecuador,0.9477,3.67,10260587
1990,Djibouti,0.8773,6.17,562290
1990,Denmark,0.9913,1.668,5141034
1990,Cyprus,0.989,2.41,766663
1990,Cuba,0.9866,1.75,10570328
1990,Croatia,0.9871,1.67,4517200
1990,Cote d'Ivoire,0.8486,6.26,12517730
1990,Costa Rica,0.9828,3.18,3070240
1990,"Congo, Rep.",0.8837,5.36,2388902
1990,"Congo, Dem. Rep.",0.8186,7.08,36406226
1990,Comoros,0.8748,5.57,437876
1990,Colombia,0.9634,3.1,33203321
1990,China,0.9517,2.34,1145195229
1990,Chile,0.9813,2.62,13187821
1990,Chad,0.7927,6.67,6011224
1990,Cape Verde,0.9408,5.31,348165
1990,Canada,0.9917,1.663,27700854
1990,Cameroon,0.8634,5.92,12180819
1990,Cambodia,0.879,5.74,9531928
1990,Burundi,0.8168,6.51,5601720
1990,Burkina Faso,0.7955,6.84,9323996
1990,Bulgaria,0.9778,1.73,8818915
1990,Brunei,0.9878,3.53,252125
1990,Brazil,0.9407,2.81,149650206
1990,Botswana,0.9413,4.7,1382371
1990,Bosnia and Herzegovina,0.9812,1.71,4308197
1990,Bolivia,0.8792,4.91,6658462
1990,Bhutan,0.8615,5.75,558500
1990,Benin,0.8223,6.74,4773137
1990,Belize,0.956,4.51,190241
1990,Belgium,0.99,1.58,9949019
1990,Belarus,0.9828,1.885,10259700
1990,Barbados,0.9821,1.75,259501
1990,Bangladesh,0.8566,4.54,105256026
1990,Bahrain,0.983,3.71,492891
1990,Bahamas,0.978,2.64,256128
1990,Azerbaijan,0.9071,2.97,7211692
1990,Austria,0.9906,1.4577,7670513
1990,Australia,0.9909,1.902,17096153
1990,Armenia,0.9455,2.538,3544695
1990,Argentina,0.9731,2.99,32642442
1990,Angola,0.757,7.17,10335052
1990,Algeria,0.9324,4.71,25299182
1990,Albania,0.9589,3.22,3289483
1990,Afghanistan,0.7913,7.96,13032161
1991,Zimbabwe,0.9184,5.01,10748215
1991,Zambia,0.8159,6.4,8067972
1991,West Bank and Gaza,0.9572,6.54,2169061
1991,Vietnam,0.9503,3.44,68535628
1991,Venezuela,0.9677,3.37,20162745
1991,Vanuatu,0.9633,4.88,150791
1991,Uzbekistan,0.9246,4.06,21005364
1991,Uruguay,0.9776,2.51,3131140
1991,United States,0.9891,1.96,255807342
1991,United Kingdom,0.9912,1.8,57369629
1991,United Arab Emirates,0.9795,4.19,1909812
1991,Ukraine,0.9796,1.79,51666114
1991,Uganda,0.8256,7.08,18314701
1991,Turkmenistan,0.9044,4.22,3772350
1991,Turkey,0.9232,2.98,55068880
1991,Tunisia,0.9539,3.43,8375587
1991,Trinidad and Tobago,0.9639,2.31,1224233
1991,Tonga,0.976,4.61,95305
1991,Togo,0.8557,6.18,3747750
1991,Timor-Leste,0.8383,5.47,767267
1991,Thailand,0.9711,2.05,57711519
1991,Tanzania,0.8454,6.15,26331511
1991,Tajikistan,0.8845,5.07,5418785
1991,Taiwan,0.99156,1.72,20492000
1991,Syria,0.9642,5.12,12690183
1991,Switzerland,0.9922,1.54,6740104
1991,Sweden,0.9936,2.01,8616729
1991,Swaziland,0.905,5.57,887467
1991,Suriname,0.9494,2.67,413011
1991,Sudan,0.8764,5.9,27159893
1991,Sri Lanka,0.9695,2.495,17542866
1991,Spain,0.9896,1.31,38979222
1991,South Africa,0.9417,3.53,37690924
1991,Somalia,0.82,6.56,6585079
1991,Solomon Islands,0.9563,5.73,318371
1991,Slovenia,0.9903,1.45,1935302
1991,Slovak Republic,0.983,1.97,5292792
1991,Singapore,0.9931,1.73,3099465
1991,Sierra Leone,0.7247,5.75,3995290
1991,Serbia,0.9734,2.05,9689735
1991,Senegal,0.8631,6.53,7461567
1991,Saudi Arabia,0.9577,5.69,16669764
1991,Sao Tome and Principe,0.9069,5.3,118512
1991,Samoa,0.9738,4.744,162504
1991,Rwanda,0.8247,6.76,6871192
1991,Russia,0.9737,1.75,148673813
1991,Romania,0.9637,1.76,23169554
1991,Qatar,0.9803,4.13,482926
1991,Portugal,0.9865,1.52,9946333
1991,Poland,0.9832,1.98,38160714
1991,Philippines,0.9432,4.25,63146876
1991,Peru,0.9254,3.72,22122065
1991,Paraguay,0.9507,4.45,4354331
1991,Papua New Guinea,0.9119,4.76,4261537
1991,Panama,0.9676,2.96,2466083
1991,Pakistan,0.878,5.9,114970102
1991,Oman,0.9558,6.83,1947042
1991,Nigeria,0.787,6.33,99986136
1991,Niger,0.6941,7.8,8036341
1991,Nicaragua,0.9349,4.64,4219176
1991,New Zealand,0.9895,2.36108,3446005
1991,Netherlands,0.992,1.61,14994691
1991,Nepal,0.8656,5.1,19554170
1991,Namibia,0.9286,5.1,1465201
