year,country,survival,children,population
1975,Belarus,0.9769,2.16,9367004
1975,Barbados,0.9641,2.39,245646
1975,Bangladesh,0.7798,6.83,70582168
1975,Bahrain,0.9468,5.56,265160
1975,Bahamas,0.9702,3.23,188870
1975,Azerbaijan,0.8882,3.95,5688997
1975,Austria,0.9772,1.8256,7578498
1975,Australia,0.9828,2.148,13889696
1975,Armenia,0.9017,2.745,2825650
1975,Argentina,0.9404,3.32,26078731
1975,Algeria,0.8452,7.33,16018195
1975,Albania,0.9099248423,4.42,2400801
1975,Afghanistan,0.7058,7.69,13505544
1976,Zimbabwe,0.888,7.37,6374197
1976,Zambia,0.8359,7.41,5066012
1976,West Bank and Gaza,0.9001,7.57,1362064
1976,Vietnam,0.9291,6.32,50724015
1976,Venezuela,0.9485,4.57,13135849
1976,Vanuatu,0.9205,5.86,103031
1976,Uzbekistan,0.8743,5.83,14374729
1976,Uruguay,0.9472,2.95,2840601
1976,United States,0.9821,1.82,221161377
1976,United Kingdom,0.9829,1.78,56273041
1976,United Arab Emirates,0.9416,5.87,624390
1976,Ukraine,0.9724,2.06,49266997
1976,Uganda,0.8181,7.1,11221247
1976,Turkmenistan,0.8548,5.61,2587417
1976,Turkey,0.8411,4.91,40446729
1976,Tunisia,0.8745,5.85,5806713
1976,Trinidad and Tobago,0.953,3.4,1019403
1976,Tonga,0.964,5.44,89252
1976,Togo,0.8091,7.29,2430120
1976,Thailand,0.9217,4.26,43453204
1976,Tanzania,0.8184,6.74,16491445
1976,Tajikistan,0.8734,6.22,3541938
1976,Taiwan,0.98196,3.09,16450000
1976,Syria,0.9104,7.42,7800152
1976,Switzerland,0.987,1.61,6355012
1976,Sweden,0.9901,1.71,8218933
1976,Swaziland,0.8564,6.79,533202
1976,Suriname,0.9358,4.53,363386
1976,Sudan,0.8572,6.56,17672864
1976,Sri Lanka,0.9429,3.705,14066703
1976,Spain,0.9777,2.68,36124485
1976,South Africa,0.8942,5.16,26353940
1976,Solomon Islands,0.9234,7.18,199775
1976,Slovak Republic,0.97205,2.48,4766402
1976,Singapore,0.9829,2.055,2291674
1976,Sierra Leone,0.6669,5.66,2903199
1976,Senegal,0.7674,7.51,4912200
1976,Saudi Arabia,0.8812,7.31,7756072
1976,Sao Tome and Principe,0.9037,6.53,84449
1976,Rwanda,0.7786,8.25,4536057
1976,Russia,0.9644,1.96,135063873
1976,Romania,0.9512,2.54,21447200
1976,Qatar,0.9469,6.34,172151
1976,Portugal,0.9606,2.65,9333952
1976,Poland,0.9728,2.26,34279654
1976,Philippines,0.9196,5.61,42064468
1976,Peru,0.8667,5.57,15561809
1976,Paraguay,0.931,5.2,2873058
1976,Papua New Guinea,0.8722,5.95,2888403
1976,Panama,0.9464,4.31,1771458
1976,Pakistan,0.846,6.61,70632133
1976,Oman,0.8619,7.89,945679
1976,Norway,0.9878,1.87,4026586
1976,Nigeria,0.7701,6.74,67067499
1976,Niger,0.6782,7.6,5223853
1976,Nicaragua,0.866,6.51,2880571
1976,New Zealand,0.9823,2.36912,3109010
1976,Netherlands,0.9874,1.63,13710713
1976,Nepal,0.7759,5.97,13690544
1976,Namibia,0.8986,6.65,928223
1976,Myanmar,0.8493,5.24,30210895
1976,Mozambique,0.7347,6.54,10908878
1976,Morocco,0.842,6.23,17726625
1976,Mongolia,0.8365,6.97,1523908
1976,Moldova,0.9427,2.47,3877052
1976,Mexico,0.9115,5.68,61969362
1976,Mauritius,0.9426,3.17,906825
1976,Mauritania,0.8196,6.64,1351167
1976,Malta,0.9796,2.08,308788
1976,Mali,0.6696,6.98,6725776
1976,Maldives,0.7969,6.94,139851
1976,Malaysia,0.9608,4.09,12600292
1976,Malawi,0.7149,7.5,5481074
1976,Madagascar,0.8234,7.13,7713983
1976,Luxembourg,0.984,1.53,361239
1976,Lithuania,0.97713,2.19,3327193
1976,Libya,0.9055,7.48,2572300
1976,Liberia,0.7527,6.91,1706539
1976,Lesotho,0.8532,5.74,1178551
1976,Lebanon,0.9482,4.45,2788641
1976,Latvia,0.97575,2.01,2470206
1976,Kuwait,0.9559,6.23,1116083
1976,Kenya,0.8753,7.77,13995982
1976,Kazakhstan,0.9256,3.18,14304947
1976,Jordan,0.9254,7.52,2055198
1976,Japan,0.9875,1.94,111996339
1976,Jamaica,0.9471,4.29,2036770
1976,Italy,0.9787,2.08,55377233
1976,Israel,0.9764,3.59,3428067
1976,Ireland,0.9814,3.46,3233907
1976,Iraq,0.9141,6.91,12170881
1976,Iran,0.8622,6.23,33788867
1976,Indonesia,0.8636,4.93,137382075
1976,India,0.8373,5.0,636992593
1976,Iceland,0.9883,2.45,220260
1976,Hungary,0.9651,2.13,10566645
1976,Honduras,0.8835,6.749,3199231
1976,Haiti,0.7937,5.7,5238431
1976,Guyana,0.9257,4.19,755174
1976,Guinea,0.7021,6.9,4300114
1976,Guatemala,0.8525,6.2,6386403
1976,Greece,0.9704,2.34,9149987
1976,Ghana,0.833,6.77,10119038
1976,Germany,0.9806,1.51,78648816
1976,Gambia,0.7575,6.32,554910
1976,Gabon,0.8705,5.06,611293
1976,France,0.9856,1.98,52974009
1976,Finland,0.9886,1.72,4726845
1976,Fiji,0.9563,4.02,587565
1976,Ethiopia,0.7695,6.77,33486288
1976,Estonia,0.97796,2.095,1441551
1976,Eritrea,0.7882,6.5,2181178
1976,El Salvador,0.8578,5.62,4323383
1976,Egypt,0.7997,5.55,41033408
1976,Ecuador,0.8865,5.59,7109119
1976,Denmark,0.9882,1.747,5079015
1976,Cuba,0.9735,2.57,9525242
1976,Cote d'Ivoire,0.8112,7.89,7086257
1976,Costa Rica,0.9608,3.86,2101762
1976,"Congo, Rep.",0.8624,6.32,1601410
1976,"Congo, Dem. Rep.",0.7835,6.4,24011465
1976,Comoros,0.8137,7.07,280464
1976,Colombia,0.9255,4.5,24517307
1976,China,0.9204,3.44,930744699
1976,Chile,0.9457,3.01,10571597
1976,Chad,0.7656,6.71,4201073
1976,Cape Verde,0.8894,6.71,311403
1976,Canada,0.984,1.769,23416090
1976,Cameroon,0.8142,6.39,8072879
1976,Burundi,0.7901,6.81,3742452
1976,Burkina Faso,0.7396,6.93,6577502
1976,Bulgaria,0.9668,2.18,8754869
1976,Brazil,0.8926,4.42,110804816
1976,Botswana,0.9009,6.44,853774
1976,Bolivia,0.8126,6.04,4877275
1976,Bhutan,0.7691,6.69,377068
1976,Benin,0.7647,6.96,3259918
1976,Belize,0.9132,6.25,135334
1976,Belgium,0.9824,1.78,9808403
1976,Belarus,0.9776,2.132,9425089
1976,Barbados,0.9661,2.29,246523
1976,Bangladesh,0.7829,6.77,72053923
1976,Bahrain,0.9513,5.41,282245
1976,Bahamas,0.9706,3.14,192885
1976,Azerbaijan,0.8892,3.81,5784587
1976,Austria,0.9788,1.6872,7580564
1976,Australia,0.9838,2.06,14067994
1976,Armenia,0.9056,2.646,2882831
1976,Argentina,0.9438,3.37,26492716
1976,Angola,0.7295,7.19,6808850
1976,Algeria,0.8518,7.28,16533323
1976,Albania,0.91352632653,4.33,2454255
1976,Afghanistan,0.7097,7.7,13766792
1977,Zimbabwe,0.8885,7.33,6581329
1977,Zambia,0.838,7.38,5235519
1977,West Bank and Gaza,0.9066,7.52,1398736
1977,Vietnam,0.9307,6.07,51490844
1977,Venezuela,0.9502,4.48,13607958
1977,Vanuatu,0.9238,5.79,106231
1977,Uzbekistan,0.879,5.66,14762133
1977,Uruguay,0.9499,2.91,2856206
1977,United States,0.9828,1.79,223274855
1977,United Kingdom,0.9836,1.74,56290629
1977,United Arab Emirates,0.9459,5.74,724684
1977,Ukraine,0.973,2.03,49484239
1977,Uganda,0.8176,7.1,11561734
1977,Turkmenistan,0.8588,5.44,2655036
1977,Turkey,0.8466,4.79,41316297
1977,Tunisia,0.8824,5.73,5958456
1977,Trinidad and Tobago,0.954,3.4,1031694
1977,Tonga,0.9651,5.47,90290
1977,Togo,0.8129,7.29,2480291
1977,Thailand,0.9263,4.03,44483729
1977,Tanzania,0.8224,6.73,17016577
1977,Tajikistan,0.8739,6.04,3641296
1977,Syria,0.9147,7.36,8059995
1977,Switzerland,0.9878,1.57,6340979
1977,Sweden,0.9905,1.67,8246302
1977,Swaziland,0.8613,6.76,550089
1977,Suriname,0.9368,4.34,363227
1977,Sudan,0.8582,6.53,18232567
1977,Sri Lanka,0.9458,3.632,14325640
1977,Spain,0.9786,2.59,36501995
1977,South Africa,0.8986,5.06,27009603
1977,Solomon Islands,0.927,7.1,206940
1977,Slovak Republic,0.97538,2.47,4816543
1977,Singapore,0.9838,1.937,2317849
1977,Sierra Leone,0.6707,5.63,2963880
1977,Senegal,0.7756,7.51,5033645
1977,Saudi Arabia,0.8889,7.3,8200523
1977,Sao Tome and Principe,0.9038,6.51,87038
1977,Rwanda,0.7793,8.26,4688997
1977,Russia,0.9651,1.96,135919205
1977,Romania,0.9529,2.51,21652976
1977,Qatar,0.9503,6.21,180656
1977,Portugal,0.9639,2.57,9463583
1977,Poland,0.9737,2.27,34593234
1977,Philippines,0.9204,5.51,43265378
1977,Peru,0.8707,5.44,15987545
1977,Paraguay,0.9321,5.2,2947064
1977,Papua New Guinea,0.876,5.9,2967506
1977,Panama,0.9485,4.15,1816673
1977,Pakistan,0.8487,6.6,72904319
1977,Oman,0.871,8.02,998100
1977,Norway,0.9884,1.75,4043440
1977,Nigeria,0.7736,6.76,69127157
1977,Niger,0.6794,7.63,5381141
1977,Nicaragua,0.8725,6.42,2969183
1977,New Zealand,0.9829,2.32088,3122855
1977,Netherlands,0.9879,1.58,13814863
1977,Nepal,0.7804,5.94,14016547
1977,Namibia,0.9006,6.62,949709
1977,Myanmar,0.8518,5.04,30880196
1977,Mozambique,0.7372,6.53,11214834
1977,Morocco,0.8464,6.06,18158169
1977,Mongolia,0.8494,6.78,1565380
1977,Moldova,0.9443,2.46,3910760
1977,Mexico,0.9156,5.42,63723359
1977,Mauritius,0.9478,3.07,921718
1977,Mauritania,0.8257,6.59,1391261
1977,Malta,0.9805,2.09,312621
1977,Mali,0.6757,7.0,6848536
1977,Maldives,0.8063,6.93,143701
1977,Malaysia,0.963,3.99,12891897
1977,Malawi,0.7231,7.5,5670199
1977,Madagascar,0.8235,7.01,7933128
1977,Luxembourg,0.9848,1.5,362669
1977,Lithuania,0.97801,2.15,3353830
1977,Libya,0.9109,7.46,2681887
1977,Liberia,0.7559,6.93,1755815
1977,Lesotho,0.8605,5.71,1209290
1977,Lebanon,0.9492,4.36,2796136
1977,Latvia,0.97831,2.01,2481606
1977,Kuwait,0.958,6.05,1178930
1977,Kenya,0.8802,7.7,14527391
1977,Kazakhstan,0.9269,3.11,14461277
1977,Jordan,0.9295,7.44,2108538
1977,Japan,0.9882,1.89,113071149
1977,Jamaica,0.9485,4.12,2059107
1977,Italy,0.9803,1.99,55627789
1977,Israel,0.9779,3.51,3514143
1977,Ireland,0.9824,3.34,3284081
1977,Iraq,0.9185,6.83,12569201
1977,Iran,0.8703,6.28,34853522
1977,Indonesia,0.8677,4.81,140688052
1977,India,0.8412,4.92,652279308
1977,Iceland,0.9889,2.36,222238
1977,Hungary,0.9673,2.11,10614041
1977,Honduras,0.8889,6.649,3300735
1977,Haiti,0.7969,5.78,5340812
1977,Guyana,0.9271,4.02,762481
1977,Guinea,0.7069,6.91,4312321
1977,Guatemala,0.8565,6.2,6544422
1977,Greece,0.9719,2.32,9274357
1977,Ghana,0.8364,6.72,10290712
1977,Germany,0.9817,1.5,78600404
1977,Gambia,0.764,6.33,571891
1977,Gabon,0.8738,5.1,627846
1977,France,0.9861,1.92,53214788
1977,Finland,0.9894,1.69,4739016
1977,Fiji,0.9577,3.99,598298
1977,Ethiopia,0.772,6.77,33903618
1977,Estonia,0.97733,2.079,1449609
1977,Eritrea,0.794,6.5,2251397
1977,El Salvador,0.8644,5.51,4412237
1977,Egypt,0.8074,5.51,41961731
1977,Ecuador,0.8909,5.47,7315156
1977,Djibouti,0.8522,6.84,270222
1977,Denmark,0.9888,1.66,5095133
1977,Cuba,0.9752,2.33,9614061
1977,Cote d'Ivoire,0.8183,7.84,7419474
1977,Costa Rica,0.9653,3.78,2158073
1977,"Congo, Rep.",0.8648,6.3,1648671
1977,"Congo, Dem. Rep.",0.788,6.44,24740389
1977,Comoros,0.8192,7.08,291816
1977,Colombia,0.9305,4.37,25089511
1977,China,0.9243,3.14,944726607
1977,Chile,0.9514,2.89,10719748
1977,Chad,0.7675,6.73,4285738
1977,Cape Verde,0.8947,6.65,308423
1977,Canada,0.9849,1.735,23695198
1977,Cameroon,0.8188,6.4,8320635
1977,Burundi,0.7938,6.79,3819115
1977,Burkina Faso,0.7443,6.98,6726016
1977,Bulgaria,0.968,2.17,8784175
1977,Brazil,0.8962,4.34,113442106
1977,Botswana,0.9055,6.4,887716
1977,Bolivia,0.8185,5.9,4995172
1977,Bhutan,0.777,6.67,390732
1977,Benin,0.7692,6.98,3341618
1977,Belize,0.9166,6.2,137009
1977,Belgium,0.9832,1.73,9824685
1977,Belarus,0.97837,2.11,9481560
1977,Barbados,0.968,2.2,247128
1977,Bangladesh,0.7882,6.7,73915723
1977,Bahrain,0.9553,5.28,301559
1977,Bahamas,0.9709,3.06,197090
1977,Azerbaijan,0.8902,3.68,5878259
1977,Austria,0.9802,1.6299,7575669
1977,Australia,0.9846,2.007,14227905
1977,Armenia,0.9089,2.555,2938181
1977,Argentina,0.947,3.39,26899177
1977,Angola,0.7304,7.19,6989988
1977,Algeria,0.858,7.22,17068212
1977,Albania,0.91728439703,4.25,2508026
1977,Afghanistan,0.7134,7.7,14003408
1978,Zimbabwe,0.8897,7.27,6797807
1978,Zambia,0.839,7.33,5409528
1978,West Bank and Gaza,0.9119,7.46,1433821
1978,Vietnam,0.9322,5.83,52250324
1978,Venezuela,0.9518,4.39,14088961
1978,Vanuatu,0.927,5.72,109436
1978,Uzbekistan,0.8941,5.48,15148932
1978,Uruguay,0.9533,2.85,2874998
1978,United States,0.9836,1.78,225436004
1978,United Kingdom,0.9844,1.73,56295032
1978,United Arab Emirates,0.9496,5.62,828378
1978,Ukraine,0.9737,2.01,49677426
1978,Uganda,0.817,7.1,11917048
1978,Turkmenistan,0.8625,5.28,2723006
1978,Turkey,0.8524,4.68,42206204
1978,Tunisia,0.8905,5.61,6120018
1978,Trinidad and Tobago,0.955,3.39,1045600
1978,Tonga,0.9662,5.51,91354
1978,Togo,0.8166,7.27,2533721
1978,Thailand,0.931,3.81,45494423
1978,Tanzania,0.8262,6.71,17555450
1978,Tajikistan,0.8745,5.89,3741547
1978,Taiwan,0.9843,2.715,17112000
1978,Syria,0.9195,7.29,8328592
1978,Switzerland,0.9885,1.54,6321339
1978,Sweden,0.9909,1.65,8272581
1978,Swaziland,0.8664,6.73,567534
1978,Suriname,0.9378,4.18,363818
1978,Sudan,0.8585,6.51,18815461
1978,Sri Lanka,0.9486,3.56,14584167
1978,Spain,0.9796,2.48,36862658
1978,South Africa,0.9029,4.97,27674353
1978,Solomon Islands,0.9305,6.99,214224
1978,Slovak Republic,0.97488,2.44,4867021
1978,Singapore,0.9846,1.842,2344275
1978,Sierra Leone,0.6759,5.61,3027332
1978,Senegal,0.7838,7.49,5154054
1978,Saudi Arabia,0.8965,7.28,8684651
1978,Sao Tome and Principe,0.9035,6.49,89740
1978,Rwanda,0.7809,8.28,4847747
1978,Russia,0.9659,1.96,136801278
1978,Romania,0.9545,2.47,21854285
1978,Qatar,0.9534,6.07,190192
1978,Portugal,0.9669,2.49,9586166
1978,Poland,0.9745,2.28,34913558
1978,Philippines,0.9214,5.4,44497521
1978,Peru,0.8746,5.3,16418798
1978,Paraguay,0.933,5.2,3024857
1978,Papua New Guinea,0.8797,5.84,3047644
1978,Panama,0.9505,4.0,1862142
1978,Pakistan,0.8513,6.58,75303460
1978,Oman,0.88,8.14,1055217
1978,Norway,0.9889,1.77,4058407
1978,Nigeria,0.7768,6.78,71269619
1978,Niger,0.6818,7.65,5542178
1978,Nicaragua,0.879,6.33,3059408
1978,New Zealand,0.9835,2.18554,3129440
1978,Netherlands,0.9883,1.58,13912617
1978,Nepal,0.7857,5.91,14351017
1978,Namibia,0.9025,6.58,970537
1978,Myanmar,0.8549,4.86,31543652
1978,Mozambique,0.7398,6.52,11530022
1978,Morocco,0.8521,5.9,18604851
1978,Mongolia,0.8541,6.58,1607212
1978,Moldova,0.9462,2.45,3942280
1978,Mexico,0.9193,5.16,65461471
1978,Mauritius,0.9524,2.95,936660
1978,Mauritania,0.832,6.54,1432406
1978,Malta,0.9814,2.1,317130
1978,Mali,0.682,7.02,6974443
1978,Maldives,0.8153,6.95,147623
1978,Malaysia,0.965,3.91,13191366
1978,Malawi,0.7308,7.49,5863933
1978,Madagascar,0.8238,6.86,8157215
1978,Luxembourg,0.9855,1.48,363435
1978,Lithuania,0.97689,2.11,3379395
1978,Libya,0.9166,7.44,2797780
1978,Liberia,0.7589,6.95,1807164
1978,Lesotho,0.8666,5.67,1241725
1978,Lebanon,0.9504,4.28,2794001
1978,Latvia,0.9722,2.0,2491929
1978,Kuwait,0.9606,5.88,1242872
1978,Kenya,0.8843,7.62,15081923
1978,Kazakhstan,0.9283,3.05,14610810
1978,Jordan,0.9332,7.37,2164159
1978,Japan,0.9889,1.84,114057650
1978,Jamaica,0.9499,3.97,2080943
1978,Italy,0.9816,1.9,55849349
1978,Israel,0.9793,3.43,3595324
1978,Ireland,0.9835,3.22,3332644
1978,Iraq,0.9226,6.74,12970635
1978,Iran,0.8772,6.35,35998637
1978,Indonesia,0.8716,4.68,144026720
1978,India,0.8453,4.84,667917437
1978,Iceland,0.9894,2.3,224096
1978,Hungary,0.9695,2.07,10656575
1978,Honduras,0.8939,6.543,3406539
1978,Haiti,0.8007,5.87,5449236
1978,Guyana,0.9287,3.86,769570
1978,Guinea,0.7116,6.92,4329468
1978,Guatemala,0.8604,6.2,6703955
1978,Greece,0.9734,2.28,9408034
1978,Ghana,0.8399,6.67,10461377
1978,Germany,0.9829,1.5,78526576
1978,Gambia,0.771,6.34,589570
1978,Gabon,0.8812,5.12,645160
1978,France,0.9866,1.87,53431051
1978,Finland,0.9901,1.65,4750001
1978,Fiji,0.9592,3.97,609387
1978,Ethiopia,0.7745,6.79,34294030
1978,Estonia,0.97873,2.066,1456892
1978,Eritrea,0.7988,6.51,2324290
1978,El Salvador,0.8715,5.39,4497535
1978,Egypt,0.8156,5.47,42921556
1978,Ecuador,0.8959,5.33,7525548
1978,Djibouti,0.8549,6.78,296307
1978,Denmark,0.9892,1.668,5108145
1978,Cyprus,0.9744,2.31,673386
1978,Cuba,0.9767,2.13,9689324
1978,Cote d'Ivoire,0.8245,7.78,7767109
1978,Costa Rica,0.969,3.72,2217457
1978,"Congo, Rep.",0.8666,6.27,1696922
1978,"Congo, Dem. Rep.",0.7921,6.49,25493382
1978,Comoros,0.8243,7.11,304071
1978,Colombia,0.9354,4.25,25675364
1978,China,0.928,2.91,957584105
1978,Chile,0.9569,2.79,10867152
1978,Chad,0.7695,6.74,4370560
1978,Cape Verde,0.8998,6.56,304077
1978,Canada,0.9858,1.708,23975639
1978,Cameroon,0.8234,6.42,8578425
1978,Burundi,0.7975,6.75,3910124
1978,Burkina Faso,0.7494,7.02,6881106
1978,Bulgaria,0.969,2.15,8810299
1978,Brazil,0.9,4.26,116138507
1978,Botswana,0.9105,6.35,923234
1978,Bolivia,0.8243,5.76,5114274
1978,Bhutan,0.7849,6.64,404375
1978,Benin,0.7734,7.0,3427274
1978,Belize,0.9211,6.11,138806
1978,Belgium,0.984,1.69,9836487
1978,Belarus,0.97783,2.094,9538046
1978,Barbados,0.9696,2.12,247589
1978,Bangladesh,0.794,6.6,76066342
1978,Bahrain,0.9593,5.16,321751
1978,Bahamas,0.9712,3.01,201474
1978,Azerbaijan,0.8912,3.54,5971198
1978,Austria,0.9815,1.6034,7566450
1978,Australia,0.9855,1.949,14379565
1978,Armenia,0.9124,2.479,2991954
1978,Argentina,0.9506,3.39,27303001
1978,Angola,0.7313,7.19,7185188
1978,Algeria,0.8647,7.14,17624756
1978,Albania,0.92057270872,4.17,2562121
1978,Afghanistan,0.7175,7.71,14179656
1979,Zimbabwe,0.8934,7.2,7032001
1979,Zambia,0.84,7.26,5589172
1979,West Bank and Gaza,0.9174,7.39,1470297
1979,Vietnam,0.9337,5.6,53076862
1979,Venezuela,0.9533,4.3,14567680
1979,Vanuatu,0.9312,5.65,112587
1979,Uzbekistan,0.8968,5.3,15543520
1979,Uruguay,0.9568,2.79,2894983
1979,United States,0.9843,1.77,227624232
1979,United Kingdom,0.9851,1.72,56296406
1979,United Arab Emirates,0.9535,5.52,927412
1979,Ukraine,0.9742,2.0,49860466
1979,Uganda,0.816,7.1,12284315
1979,Turkmenistan,0.8664,5.14,2791575
1979,Turkey,0.8586,4.57,43132612
1979,Tunisia,0.8976,5.47,6287287
1979,Trinidad and Tobago,0.956,3.37,1061140
1979,Tonga,0.9674,5.54,92292
1979,Togo,0.8201,7.25,2594914
1979,Timor-Leste,0.756,4.61,589744
1979,Thailand,0.9351,3.59,46492281
1979,Tanzania,0.8295,6.69,18111097
1979,Tajikistan,0.8749,5.76,3844809
1979,Taiwan,0.98495,2.67,17450000
1979,Syria,0.9237,7.2,8609920
1979,Switzerland,0.989,1.52,6306326
1979,Sweden,0.9912,1.62,8294604
1979,Swaziland,0.8715,6.7,585327
1979,Suriname,0.9388,4.04,364751
1979,Sudan,0.8588,6.48,19427400
1979,Sri Lanka,0.9513,3.485,14837618
1979,Spain,0.9807,2.36,37196233
1979,South Africa,0.907,4.88,28360792
1979,Solomon Islands,0.9338,6.87,221651
1979,Slovak Republic,0.97616,2.41,4915864
1979,Singapore,0.9852,1.77,2375464
1979,Sierra Leone,0.6808,5.58,3093342
1979,Senegal,0.7918,7.46,5279383
1979,Saudi Arabia,0.9034,7.25,9217019
1979,Sao Tome and Principe,0.9033,6.46,92340
1979,Rwanda,0.7866,8.29,5011299
1979,Russia,0.9667,1.96,137713118
1979,Romania,0.9561,2.42,22039699
1979,Qatar,0.9564,5.94,203285
1979,Portugal,0.9696,2.39,9695175
1979,Poland,0.9752,2.3,35241738
1979,Philippines,0.9222,5.29,45763245
1979,Peru,0.8783,5.15,16852621
1979,Paraguay,0.9344,5.21,3107259
1979,Papua New Guinea,0.8831,5.77,3129991
1979,Panama,0.9523,3.86,1907645
1979,Pakistan,0.8528,6.56,77832927
1979,Oman,0.8893,8.23,1116489
1979,Norway,0.9894,1.75,4072258
1979,Nigeria,0.7804,6.79,73424869
1979,Niger,0.6857,7.68,5705724
1979,Nicaragua,0.8856,6.23,3150596
1979,New Zealand,0.984,2.24182,3135831
1979,Netherlands,0.9887,1.56,14003707
1979,Nepal,0.7909,5.87,14693930
1979,Namibia,0.9044,6.52,991357
1979,Myanmar,0.8577,4.7,32204485
1979,Mozambique,0.7422,6.51,11843382
1979,Morocco,0.8586,5.77,19073204
1979,Mongolia,0.8563,6.39,1649710
1979,Moldova,0.9477,2.46,3974656
1979,Mexico,0.923,4.92,67152555
1979,Mauritius,0.9562,2.82,950931
1979,Mauritania,0.8381,6.49,1474597
1979,Malta,0.9823,2.1,321925
1979,Mali,0.688,7.03,7106248
1979,Maldives,0.8245,7.0,151872
1979,Malaysia,0.967,3.84,13503629
1979,Malawi,0.7384,7.47,6055046
1979,Madagascar,0.824,6.69,8383124
1979,Luxembourg,0.9861,1.46,363846
1979,Lithuania,0.9752,2.08,3404630
1979,Libya,0.9218,7.42,2924086
1979,Liberia,0.7619,6.96,1862497
1979,Lesotho,0.8722,5.63,1275421
1979,Lebanon,0.9513,4.19,2791308
1979,Latvia,0.9732,2.0,2502245
1979,Kuwait,0.963,5.72,1308718
1979,Kenya,0.8885,7.54,15661593
1979,Kazakhstan,0.9294,3.0,14761508
1979,Jordan,0.9365,7.3,2226485
1979,Japan,0.9895,1.8,114996088
1979,Jamaica,0.9513,3.84,2104823
1979,Italy,0.9828,1.81,56046086
1979,Israel,0.9805,3.35,3672295
1979,Ireland,0.9846,3.11,3377699
1979,Iraq,0.927,6.65,13364514
1979,Iran,0.8849,6.42,37237306
1979,Indonesia,0.8753,4.56,147403681
1979,India,0.849,4.76,683857312
1979,Iceland,0.99,2.26,226025
1979,Hungary,0.9715,2.02,10686489
1979,Honduras,0.8982,6.431,3515736
1979,Haiti,0.8044,5.97,5564724
1979,Guyana,0.9304,3.71,774748
1979,Guinea,0.7167,6.93,4359115
1979,Guatemala,0.8648,6.2,6867413
1979,Greece,0.9751,2.24,9534673
1979,Ghana,0.8441,6.61,10664342
1979,Germany,0.984,1.49,78422458
1979,Gambia,0.7778,6.34,608680
1979,Gabon,0.8836,5.15,663387
1979,France,0.9871,1.84,53646954
1979,Finland,0.9907,1.64,4762803
1979,Fiji,0.9605,3.94,621579
1979,Ethiopia,0.7774,6.81,34773640
1979,Estonia,0.9724,2.06,1464417
1979,Eritrea,0.8041,6.51,2397387
1979,El Salvador,0.879,5.27,4578922
1979,Egypt,0.8242,5.42,43917526
1979,Ecuador,0.9012,5.2,7739894
1979,Djibouti,0.8564,6.73,320332
1979,Denmark,0.9896,1.601,5117514
1979,Cyprus,0.9766,2.33,680130
1979,Cuba,0.9779,1.99,9754343
1979,Cote d'Ivoire,0.8306,7.7,8128032
1979,Costa Rica,0.9719,3.67,2279362
1979,"Congo, Rep.",0.8687,6.23,1746676
1979,"Congo, Dem. Rep.",0.7965,6.54,26255837
1979,Comoros,0.8298,7.13,316582
1979,Colombia,0.9399,4.12,26271401
1979,China,0.9316,2.74,970179212
1979,Chile,0.9618,2.72,11018910
1979,Chad,0.7716,6.75,4459072
1979,Cape Verde,0.9045,6.47,300726
1979,Canada,0.9866,1.685,24250641
1979,Cameroon,0.8278,6.43,8842355
1979,Burundi,0.8011,6.71,4014190
1979,Burkina Faso,0.7546,7.05,7043049
1979,Bulgaria,0.9701,2.13,8835614
1979,Brazil,0.904,4.17,118895875
1979,Botswana,0.9149,6.29,959584
1979,Bolivia,0.8298,5.63,5233624
1979,Bhutan,0.7925,6.6,417734
1979,Benin,0.7773,7.02,3516917
1979,Belize,0.9247,5.99,141014
1979,Belgium,0.9847,1.66,9843898
1979,Belarus,0.9764,2.084,9596589
1979,Barbados,0.9711,2.06,248101
1979,Bangladesh,0.8011,6.5,78342736
1979,Bahrain,0.9631,5.04,340980
1979,Bahamas,0.9714,2.99,205990
1979,Azerbaijan,0.8922,3.41,6064905
1979,Austria,0.9827,1.5977,7556551
1979,Australia,0.9862,1.907,14536839
1979,Armenia,0.9161,2.421,3044564
1979,Argentina,0.9535,3.37,27711808
1979,Angola,0.7078,7.2,7400231
1979,Algeria,0.8716,7.04,18205468
1979,Albania,0.92370443414,4.1,2616530
1979,Afghanistan,0.7222,7.73,14249493
1980,Zimbabwe,0.8969,7.1,7289463
1980,Zambia,0.8401,7.18,5775165
1980,West Bank and Gaza,0.9228,7.31,1510360
1980,Vietnam,0.9334,5.39,54023152
1980,Venezuela,0.9549,4.2,15036273
1980,Vanuatu,0.9349,5.58,115641
1980,Uzbekistan,0.8994,5.13,15951899
1980,Uruguay,0.9603,2.72,2914683
1980,United States,0.985,1.77,229825004
1980,United Kingdom,0.9859,1.73,56303011
1980,United Arab Emirates,0.9568,5.42,1016228
1980,Ukraine,0.9749,2.0,50043550
1980,Uganda,0.8104,7.1,12662131
1980,Turkmenistan,0.8703,5.01,2861000
1980,Turkey,0.8647,4.45,44105216
1980,Tunisia,0.9045,5.33,6457092
1980,Trinidad and Tobago,0.9568,3.34,1078200
1980,Tonga,0.9685,5.55,92999
1980,Togo,0.8235,7.21,2666921
1980,Timor-Leste,0.7623,4.77,580707
1980,Thailand,0.94,3.39,47482643
1980,Tanzania,0.8324,6.65,18685789
1980,Tajikistan,0.8755,5.66,3952691
